G1	Α
H3339	יִצְרִי_1
H3340	יִצְרִי_2
H3341	יָצַת
H3342	יֶקֶב
H3343	יְקַבְצְאֵל
H3344	יָקַד
H3345	יְקַד
H3346	יְקֵדָא
H3347	יׇקְדְעָם
H3348	יָקֶה
H3349	יִקָּהָה
H3350	יְקֹוד
H3351	יְקוּם
H3352	יָקֹושׁ
H3353	יָקוּשׁ
H3354	יְקוּתִיאֵל
H3355	יׇקְטָן
H3356	יָקִים
H3357	יַקִּיר_1
H3358	יַקִּיר_2
H3359	יְקַמְיָה
H3360	יְקַמְעָם
H3361	יׇקְמְעָם
H3362	יׇקְנְעָם
H3363	יָקַע
H3364	יָקַץ
H3365	יָקַר
H3366	יְקָר_1
H3367	יְקָר_2
H3368	יָקָר
H3369	יָקֹשׁ
H3370	יׇקְשָׁן
H3371	יׇקְתְאֵל
H3372	יָרֵא_1
H3373	יָרֵא_2
H3374	יִרְאָה
H3375	יִרְאֹון
H3376	יִרְאִיָּיה
H3377	יָרֵב
H3378	יְרֻבַּעַל
H3379	יָרׇבְעָם
H3380	יְרֻבֶּשֶׁת
H3381	יָרַד
H3382	יֶרֶד
H3383	יַרְדֵּן
H3384	יָרָה
H3385	יְרוּאֵל
H3386	יָרֹוחַ
H3387	יָרֹוק
H3388	יְרוּשָׁא
H3389	יְרוּשָׁלַ͏ִם
H3390	יְרוּשָׁלֵם
H3391	יֶרַח_1
H3392	יֶרַח_2
H3393	יְרַח
H3394	יָרֵחַ
H3395	יְרֹחָם
H3396	יְרַחְמְאֵל
H3397	יְרַחְמְאֵלִי
H3398	יַרְחָע
H3399	יָרַט
H3400	יְרִיאֵל
H3401	יָרִיב_1
H3402	יָרִיב_2
H3403	יְרִיבַי
H3404	יְרִיָּה
H3405	יְרִיחֹו
H3406	יְרִימֹות
H3407	יְרִיעָה
H3408	יְרִיעֹות
H3409	יָרֵךְ
H3410	יַרְכָא
H3411	יְרֵכָה
H3412	יַרְמוּת
H3413	יְרֵמַי
H3414	יִרְמְיָה
H3415	יָרַע
H3416	יִרְפְּאֵל
H3417	יָרָק_1
H3418	יֶרֶק
H3419	יָרָק_2
H3420	יֵרָקֹון
H3421	יׇרְקְעָם
H3422	יְרַקְרַק
H3423	יָרַשׁ
H3424	יְרֵשָׁה
H3425	יְרֻשָּׁה
H3426	יֵשׁ
H3427	יָשַׁב
H3428	יֶשֶׁבְאָב
H3429	יֹשֵׁב בַּשֶּׁבֶת
H3430	יִשְׁבֹּו בְּנֹב
H3431	יִשְׁבַּח
H3432	יָשֻׁבִי
H3433	יָשֻׁבִי לֶחֶם
H3434	יָשׇׁבְעָם
H3435	יִשְׁבָּק
H3436	יׇשְׁבְּקָשָׁה
H3437	יָשׁוּב
H3438	יִשְׁוָה
H3439	יְשֹׁוחָיָה
H3440	יִשְׁוִי_1
H3441	יִשְׁוִי_2
H3442	יֵשׁוּעַ_1
H3443	יֵשׁוּעַ_2
H3444	יְשׁוּעָה
H3445	יֶשַׁח
H3446	יִשְׂחָק
H3447	יָשַׁט
H3448	יִשַׁי
H3449	יִשִּׁיָּה
H3450	יְשִׁימָאֵל
H3451	יְשִׁימַה
H3452	יְשִׁימֹון
H3453	יָשִׁישׁ
H3454	יְשִׁישָׁי
H3455	יָשַׂם
H3456	יָשַׁם
H3457	יִשְׁמָא
H3458	יִשְׁמָעֵאל
H3459	יִשְׁמָעֵאלִי
H3460	יִשְׁמַעְיָה
H3461	יִשְׁמְרַי
H3462	יָשֵׁן_1
H3463	יָשֵׁן_2
H3464	יָשֵׁן_3
H3465	יָשָׁן
H3466	יְשָׁנָה
H3467	יָשַׁע
H3468	יֶשַׁע
H3469	יִשְׁעִי
H3470	יְשַׁעְיָה
H3471	יָשְׁפֵה
H3472	יִשְׁפָּה
H3473	יִשְׁפָּן
H3474	יָשַׁר
H3475	יֵשֶׁר
H3476	יֹשֶׁר
H3477	יָשָׁר
H3478	יִשְׂרָאֵל_1
H3479	יִשְׂרָאֵל_2
H3480	יְשַׂרְאֵלָה
H3481	יִשְׂרְאֵלִי
H3482	יִשְׂרְאֵלִית
H3483	יִשְׁרָה
H3484	יְשֻׁרוּן
H3485	יִשָּׂשכָר
H3486	יָשֵׁשׁ
H3487	יַת
H3488	יְתִב
H3489	יָתֵד
H3490	יָתֹום
H3491	יָתוּר
H3492	יַתִּיר_1
H3493	יַתִּיר_2
H3494	יִתְלָה
H3495	יִתְמָה
H3496	יַתְנִיאֵל
H3497	יִתְנָן
H3498	יָתַר
H3499	יֶתֶר_1
H3500	יֶתֶר_2
H3501	יִתְרָא
H3502	יִתְרָה
H3503	יִתְרֹו
H3504	יִתְרֹון
H3505	יִתְרִי
H3506	יִתְרָן
H3507	יִתְרְעָם
H3508	יֹתֶרֶת
H3509	יְתֵת
H3510	כָּאַב
H3511	כְּאֵב
H3512	כָּאָה
H3513	כָּבַד
H3514	כֹּבֶד
H3515	כָּבֵד_1
H3516	כָּבֵד_2
H3517	כְּבֵדֻת
H3518	כָּבָה
H3519	כָּבֹוד
H3520	כְּבוּדָּה
H3521	כָּבוּל
H3522	כַּבֹּון
H3523	כְּבִיר
H3524	כַּבִּיר
H3525	כֶּבֶל
H3526	כָּבַס
H3527	כָּבַר
H3528	כְּבָר_1
H3529	כְּבָר_2
H3530	כִּבְרָה
H3531	כְּבָרָה
H3532	כֶּבֶשׂ
H3533	כָּבַשׁ
H3534	כֶּבֶשׁ
H3535	כִּבְשָׂה
H3536	כִּבְשָׁן
H3537	כַּד
H3538	כְּדַב
H3539	כַּדְכֹּד
H3540	כְּדׇרְלָעֹמֶר
H3541	כֹּה
H3542	כָּה
H3543	כָּהָה
H3544	כֵּהֶה
H3545	כֵּהָה
H3546	כְּהַל
H3547	כָּהַן
H3548	כֹּהֵן
H3549	כָּהֵן
H3550	כְּהֻנָּה
H3551	כַּו
H3552	כּוּב
H3553	כֹּובַע
H3554	כָּוָה
H3555	כְּוִיָּה
H3556	כֹּוכָב
H3557	כּוּל
H3558	כּוּמָז
H3559	כּוּן_1
H3560	כּוּן_2
H3561	כַּוָּן
H3562	כֹּונַנְיָהוּ
H3563	כֹּוס
H3564	כּוּר
H3565	כֹּור עָשָׁן
H3566	כֹּורֶשׁ_1
H3567	כֹּורֶשׁ_2
H3568	כּוּשׁ
H3569	כּוּשִׁי_1
H3570	כּוּשִׁי_2
H3571	כּוּשִׁית
H3572	כּוּשָׁן
H3573	כּוּשַׁן רִשְׁעָתַיִם
H3574	כֹּושָׁרָה
H3575	כּוּת
H3576	כָּזַב
H3577	כָּזָב
H3578	כֹּזְבָא
H3579	כֹּזְבִי
H3580	כְּזִיב
H3581	כֹּחַ
H3582	כָּחַד
H3583	כָּחַל
H3584	כָּחַשׁ
H3585	כַּחַשׁ
H3586	כֶּחָשׁ
H3587	כִּי_1
H3588	כִּי_2
H3589	כִּיד
H3590	כִידֹוד
H3591	כִּידֹון_1
H3592	כִּידֹון_2
H3593	כִּידֹור
H3594	כִּיּוּן
H3595	כִּיֹּור
H3596	כִּילַי
H3597	כֵּילַף
H3598	כִּימָה
H3599	כִּיס
H3600	כִּיר
H3601	כִּישֹׁור
H3602	כָּכָה
H3603	כִּכָּר
H3604	כִּכֵּר
H3605	כֹּל_1
H3606	כֹּל_2
H3607	כָּלָא
H3608	כֶּלֶא
H3609	כִּלְאָב
H3610	כִּלְאַיִם
H3611	כֶּלֶב
H3612	כָּלֵב
H3613	כָּלֵב אֶפְרָתָה
H3614	כָּלִבֹּו
H3615	כָּלָה_1
H3616	כָּלֶה
H3617	כָּלָה_2
H3618	כַּלָּה
H3619	כְּלוּב_1
H3620	כְּלוּב_2
H3621	כְּלוּבַי
H3622	כְּלוּהַי
H3623	כְּלוּלָה
H3624	כֶּלַח_1
H3625	כֶּלַח_2
H3626	כׇּל־חֹזֶה
H3627	כְּלִי
H3628	כְּלִיא
H3629	כִּלְיָה
H3630	כִּלְיֹון
H3631	כִּלָּיֹון
H3632	כָּלִיל
H3633	כַּלְכֹּל
H3634	כָּלַל
H3635	כְּלַל
H3636	כְּלָל
H3637	כָּלַם
H3638	כִּלְמָד
H3639	כְּלִמָּה
H3640	כְּלִמּוּת
H3641	כַּלְנֶה
H3642	כָּמַהּ
H3643	כִּמְהָם
H3644	כְּמֹו
H3645	כְּמֹושׁ
H3646	כַּמֹּן
H3647	כָּמַס
H3648	כָּמַר
H3649	כָּמָר
H3650	כִּמְרִיר
H3651	כֵּן_1
H3652	כֵּן_2
H3653	כֵּן_3
H3654	כֵּן_4
H3655	כָּנָה
H3656	כַּנֶּה
H3657	כַּנָּה
H3658	כִּנֹּור
H3659	כׇּנְיָהוּ
H3660	כְּנֵמָא
H3661	כָּנַן
H3662	כְּנָנִי
H3663	כְּנַנְיָה
H3664	כָּנַס
H3665	כָּנַע
H3666	כִּנְעָה
H3667	כְּנַעַן
H3668	כְּנַעֲנָה
H3669	כְּנַעַנִי
H3670	כָּנַף
H3671	כָּנָף
H3672	כִּנְּרֹות
H3673	כָּנַשׁ
H3674	כְּנָת_1
H3675	כְּנָת_2
H3676	כֵּס
H3677	כֶּסֶא
H3678	כִּסֵּא
H3679	כַּסְדַּי
H3680	כָּסָה
H3681	כָּסוּי
H3682	כְּסוּת
H3683	כָּסַח
H3684	כְּסִיל_1
H3685	כְּסִיל_2
H3686	כְּסִיל_3
H3687	כְּסִילוּת
H3688	כָּסַל
H3689	כֶּסֶל
H3690	כִּסְלָה
H3691	כִּסְלֵו
H3692	כִּסְלֹון
H3693	כְּסָלֹון
H3694	כְּסֻלֹּות
H3695	כַּסְלֻחִים
H3696	כִּסְלֹת תָּבֹר
H3697	כָּסַם
H3698	כֻּסֶּמֶת
H3699	כָּסַס
H3700	כָּסַף
H3701	כֶּסֶף
H3702	כְּסַף
H3703	כָּסִפְיָא
H3704	כֶּסֶת
H3705	כְּעַן
H3706	כְּעֶנֶת
H3707	כַּעַס_1
H3708	כַּעַס_2
H3709	כַּף
H3710	כֵּף
H3711	כָּפָה
H3712	כִּפָּה
H3713	כְּפֹור
H3714	כָּפִיס
H3715	כְּפִיר
H3716	כְּפִירָה
H3717	כָּפַל
H3718	כֶּפֶל
H3719	כָּפַן
H3720	כָּפָן
H3721	כָּפַף
H3722	כָּפַר
H3723	כָּפָר
H3724	כֹּפֶר
H3725	כִּפֻּר
H3726	כְּפַר הָעַמֹּונִי
H3727	כַּפֹּרֶת
H3728	כָּפַשׁ
H3729	כְּפַת
H3730	כַּפְתֹּר_1
H3731	כַּפְתֹּר_2
H3732	כַּפְתֹּרִי
H3733	כַּר
H3734	כֹּר
H3735	כָּרָא
H3736	כַּרְבֵּל
H3737	כַּרְבְּלָא
H3738	כָּרָה_1
H3739	כָּרָה_2
H3740	כֵּרָה
H3741	כָּרָה_3
H3742	כְּרוּב_1
H3743	כְּרוּב_2
H3744	כָּרֹוז
H3745	כְּרַז
H3746	כָּרִי
H3747	כְּרִית
H3748	כְּרִיתוּת
H3749	כַּרְכֹּב
H3750	כַּרְכֹּם
H3751	כַּרְכְּמִישׁ
H3752	כַּרְכַּס
H3753	כַּרְכָּרָה
H3754	כֶּרֶם
H3755	כֹּרֵם
H3756	כַּרְמִי_1
H3757	כַּרְמִי_2
H3758	כַּרְמִיל
H3759	כַּרְמֶל_1
H3760	כַּרְמֶל_2
H3761	כַּרְמְלִי
H3762	כַּרְמְלִית
H3763	כְּרָן
H3764	כׇּרְסֵא
H3765	כִּרְסֵם
H3766	כָּרַע
H3767	כָּרָע
H3768	כַּרְפַּס
H3769	כָּרַר
H3770	כְּרֵשׂ
H3771	כַּרְשְׁנָא
H3772	כָּרַת
H3773	כָּרֻתָה
H3774	כְּרֵתִי
H3775	כֶּשֶׂב
H3776	כִּשְׂבָּה
H3777	כֶּשֶׂד
H3778	כַּשְׂדִּי
H3779	כַּשְׂדַּי
H3780	כָּשָׂה
H3781	כַּשִּׁיל
H3782	כָּשַׁל
H3783	כִּשָּׁלֹון
H3784	כָּשַׁף
H3785	כֶּשֶׁף
H3786	כַּשָּׁף
H3787	כָּשֵׁר
H3788	כִּשְׁרֹון
H3789	כָּתַב
H3790	כְּתַב
H3791	כָּתָב
H3792	כְּתָב
H3793	כְּתֹבֶת
H3794	כִּתִּי
H3795	כָּתִית
H3796	כֹּתֶל
H3797	כְּתַל
H3798	כִּתְלִישׁ
H3799	כָּתַם
H3800	כֶּתֶם
H3801	כְּתֹנֶת
H3802	כָּתֵף
H3803	כָּתַר
H3804	כֶּתֶר
H3805	כֹתֶרֶת
H3806	כָּתַשׁ
H3807	כָּתַת
H3808	לֹא
H3809	לָא
H3810	לֹא דְבַר
H3811	לָאָה
H3812	לֵאָה
H3813	לָאַט
H3814	לָאט
H3815	לָאֵל
H3816	לְאֹם
H3817	לְאֻמִּים
H3818	לֹא עַמִּי
H3819	לֹא רֻחָמָה
H3820	לֵב_1
H3821	לֵב_2
H3822	לְבָאֹות
H3823	לָבַב
H3824	לֵבָב
H3825	לְבַב
H3826	לִבָּה
H3827	לַבָּה
H3828	לְבֹונָה_1
H3829	לְבֹונָה_2
H3830	לְבוּשׁ_1
H3831	לְבוּשׁ_2
H3832	לָבַט
H3833	לָבִיא
H3834	לָבִיבָה
H3835	לָבַן
H3836	לָבָן_1
H3837	לָבָן_2
H3838	לְבָנָא
H3839	לִבְנֶה
H3840	לִבְנָה_1
H3841	לִבְנָה_2
H3842	לְבָנָה
H3843	לְבֵנָה
H3844	לְבָנֹון
H3845	לִבְנִי_1
H3846	לִבְנִי_2
H3847	לָבַשׁ
H3848	לְבַשׁ
H3849	לֹג
H3850	לֹד
H3851	לַהַב
H3852	לֶהָבָה
H3853	לְהָבִים
H3854	לַהַג
H3855	לַהַד
H3856	לָהַהּ
H3857	לָהַט
H3858	לַהַט
H3859	לָהַם
H3860	לָהֵן_1
H3861	לָהֵן_2
H3862	לַהֲקָה
H3863	לוּא
H3864	לוּבִי
H3865	לוּד
H3866	לוּדִי
H3867	לָוָה
H3868	לוּז_1
H3869	לוּז_2
H3870	לוּז_3
H3871	לוּחַ
H3872	לוּחִית
H3873	לֹוחֵשׁ
H3874	לוּט
H3875	לֹוט_1
H3876	לֹוט_2
H3877	לֹוטָן
H3878	לֵוִי_1
H3879	לֵוִי_2
H3880	לִוְיָה
H3881	לֵוִיִּי
H3882	לִוְיָתָן
H3883	לוּל
H3884	לוּלֵא
H3885	לוּן
H3886	לוּעַ
H3887	לוּץ
H3888	לוּשׁ_1
H3889	לוּשׁ_2
H3890	לְוָת
H3891	לְזוּת
H3892	לַח
H3893	לֵחַ
H3894	לָחוּם
H3895	לְחִי
H3896	לֶחִי
H3897	לָחַךְ
H3898	לָחַם
H3899	לֶחֶם
H3900	לְחֶם
H3901	לָחֶם
H3902	לַחְמִי
H3903	לַחְמָס
H3904	לְחֵנָה
H3905	לָחַץ
H3906	לַחַץ
H3907	לָחַשׁ
H3908	לַחַשׁ
H3909	לָט
H3910	לֹט
H3911	לְטָאָה
H3912	לְטוּשִׁם
H3913	לָטַשׁ
H3914	לֹיָה
H3915	לַיִל
H3916	לֵילְיָא
H3917	לִילִית
H3918	לַיִשׁ_1
H3919	לַיִשׁ_2
H3920	לָכַד
H3921	לֶכֶד
H3922	לֵכָה
H3923	לָכִישׁ
H3924	לֻלָאָה
H3925	לָמַד
H3926	לְמֹו
H3927	לְמוּאֵל
H3928	לִמּוּד
H3929	לֶמֶךְ
H3930	לֹעַ
H3931	לָעַב
H3932	לָעַג
H3933	לַעַג
H3934	לָעֵג
H3935	לַעְדָּה
H3936	לַעְדָּן
H3937	לָעַז
H3938	לָעַט
H3939	לַעֲנָה
H3940	לַפִּיד
H3941	לַפִּידֹות
H3942	לִפְנַי
H3943	לָפַת
H3944	לָצֹון
H3945	לָצַץ
H3946	לַקּוּם
H3947	לָקַח
H3948	לֶקַח
H3949	לִקְחִי
H3950	לָקַט
H3951	לֶקֶט
H3952	לָקַק
H3953	לָקַשׁ
H3954	לֶקֶשׁ
H3955	לְשַׁד
H3956	לָשֹׁון
H3957	לִשְׁכָּה
H3958	לֶשֶׁם_1
H3959	לֶשֶׁם_2
H3960	לָשַׁן
H3961	לִשָּׁן
H3962	לֶשַׁע
H3963	לֶתֶךְ
H3964	מָא
H3965	מַאֲבוּס
H3966	מְאֹד
H3967	מֵאָה_1
H3968	מֵאָה_2
H3969	מְאָה
H3970	מַאֲוַי
H3971	מאוּם
H3972	מְאוּמָה
H3973	מָאֹוס
H3974	מָאֹור
H3975	מְאוּרָה
H3976	מֹאזֵן_1
H3977	מֹאזֵן_2
H3978	מַאֲכָל
H3979	מַאֲכֶלֶת
H3980	מַאֲכֹלֶת
H3981	מַאֲמָץ
H3982	מַאֲמַר
H3983	מֵאמַר
H3984	מָאן
H3985	מָאֵן_1
H3986	מָאֵן_2
H3987	מֵאֵן
H3988	מָאַס
H3989	מַאֲפֶה
H3990	מַאֲפֵל
H3991	מַאְפֵלְיָה
H3992	מָאַר
H3993	מַאֲרָב
H3994	מְאֵרָה
H3995	מִבְדָּלָה
H3996	מָבֹוא
H3997	מְבֹואָה
H3998	מְבוּכָה
H3999	מַבּוּל
H4000	מָבֹון
H4001	מְבוּסָה
H4002	מַבּוּעַ
H4003	מְבוּקָה
H4004	מִבְחֹור
H4005	מִבְחָר_1
H4006	מִבְחָר_2
H4007	מַבָּט
H4008	מִבְטָא
H4009	מִבְטָח
H4010	מַבְלִיגִית
H4011	מִבְנֶה
H4012	מְבֻנַּי
H4013	מִבְצָר_1
H4014	מִבְצָר_2
H4015	מִבְרָח
H4016	מָבֻשׁ
H4017	מִבְשָׂם
H4018	מְבַשְּׁלָה
H4019	מַגְבִּישׁ
H4020	מִגְבָּלָה
H4021	מִגְבָּעָה
H4022	מֶגֶד
H4023	מְגִדֹּון
H4024	מִגְדֹּול
H4025	מַגְדִּיאֵל
H4026	מִגְדָּל
H4027	מִגְדַּל־אֵל
H4028	מִגְדַּל־גָּד
H4029	מִגְדַּל־עֵדֶר
H4030	מִגְדָּנָה
H4031	מָגֹוג
H4032	מָגֹור
H4033	מָגוּר
H4034	מְגֹורַה
H4035	מְגוּרָה
H4036	מָגֹור מִסָּבִיב
H4037	מַגְזֵרָה
H4038	מַגָּל
H4039	מְגִלָּה_1
H4040	מְגִלָּה_2
H4041	מְגַמָּה
H4042	מָגַן
H4043	מָגֵן
H4044	מְגִנָּה
H4045	מִגְעֶרֶת
H4046	מַגֵּפָה
H4047	מַגְפִּיעָשׁ
H4048	מָגַר
H4049	מְגַר
H4050	מְגֵרָה
H4051	מִגְרֹון
H4052	מִגְרָעָה
H4053	מִגְרָפָה
H4054	מִגְרָשׁ
H4055	מַד
H4056	מַדְבַּח
H4057	מִדְבָּר
H4058	מָדַד
H4059	מִדַּד
H4060	מִדָּה_1
H4061	מִדָּה_2
H4062	מַדְהֵבָה
H4063	מֶדֶו
H4064	מַדְוֶה
H4065	מַדּוּחַ
H4066	מָדֹון_1
H4067	מָדֹון_2
H4068	מָדֹון_3
H4069	מַדּוּעַ
H4070	מְדֹור
H4071	מְדוּרָה
H4072	מִדְחֶה
H4073	מְדַחְפָה
H4074	מָדַי_1
H4075	מָדַי_2
H4076	מָדַי_3
H4077	מָדַי_4
H4078	מַדַּי
H4079	מִדְיָן_1
H4080	מִדְיָן_2
H4081	מִדִּין
H4082	מְדִינָה_1
H4083	מְדִינָה_2
H4084	מִדְיָנִי
H4085	מְדֹכָה
H4086	מַדְמֵן
H4087	מַדְמֵנָה_1
H4088	מַדְמֵנָה_2
H4089	מַדְמַנָּה
H4090	מְדָן_1
H4091	מְדָן_2
H4092	מְדָנִי
H4093	מַדָּע
H4094	מַדְקָרָה
H4095	מַדְרֵגָה
H4096	מִדְרָךְ
H4097	מִדְרָשׁ
H4098	מְדֻשָּׁה
H4099	מְדָתָא
H4100	מָה_1
H4101	מָה_2
H4102	מָהַהּ
H4103	מְהוּמָה
H4104	מְהוּמָן
H4105	מְהֵיטַבְאֵל
H4106	מָהִיר
H4107	מָהַל
H4108	מַהְלֵךְ
H4109	מַהֲלָךְ
H4110	מַהֲלָל
H4111	מַהֲלַלְאֵל
H4112	מַהֲלֻמָּה
H4113	מַהֲמֹרָה
H4114	מַהְפֵּכָה
H4115	מַהְפֶּכֶת
H4116	מָהַר_1
H4117	מָהַר_2
H4118	מַהֵר
H4119	מֹהַר
H4120	מְהֵרָה
H4121	מַהֲרַי
H4122	מַהֵר שָׁלָל חָשׁ בַּז
H4123	מַהֲתַלָּה
H4124	מֹואָב
H4125	מֹואָבִי
H4126	מֹובָא
H4127	מוּג
H4128	מוּד
H4129	מֹודַע
H4130	מֹודַעַת
H4131	מֹוט_1
H4132	מֹוט_2
H4133	מֹוטָה
H4134	מוּךְ
H4135	מוּל_1
H4136	מוּל_2
H4137	מֹולָדָה
H4138	מֹולֶדֶת
H4139	מוּלָה
H4140	מֹולִיד
H4141	מוּסָב
H4142	מוּסַבָּה
H4143	מוּסָד
H4144	מֹוסָד
H4145	מוּסָדָה
H4146	מֹוסָדָה
H4147	מֹוסֵר
H4148	מוּסָר
H4149	מֹוסֵרָה
H4150	מֹועֵד
H4151	מֹועָד
H4152	מוּעָדָה
H4153	מֹועַדְיָה
H4154	מוּעֶדֶת
H4155	מוּעָף
H4156	מֹועֵצָה
H4157	מוּעָקָה
H4158	מֹופַעַת
H4159	מֹופֵת
H4160	מוּץ
H4161	מֹוצָא_1
H4162	מֹוצָא_2
H4163	מֹוצָאָה
H4164	מוּצַק
H4165	מוּצָק
H4166	מוּצָקָה
H4167	מוּק
H4168	מֹוקֵד
H4169	מֹוקְדָה
H4170	מֹוקֵשׁ
H4171	מוּר
H4172	מֹורָא
H4173	מֹורַג
H4174	מֹורָד
H4175	מֹורֶה_1
H4176	מֹורֶה_2
H4177	מֹורָה
H4178	מֹורָט
H4179	מֹורִיָּה
H4180	מֹורָשׁ
H4181	מֹורָשָׁה
H4182	מֹורֶשֶׁת גַּת
H4183	מֹורַשְׁתִּי
H4184	מוּשׁ_1
H4185	מוּשׁ_2
H4186	מֹושָׁב
H4187	מוּשִׁי_1
H4188	מוּשִׁי_2
H4189	מֹושְׁכָה
H4190	מֹושָׁעָה
H4191	מוּת_1
H4192	מוּת_2
H4193	מֹות
H4194	מָוֶת
H4195	מֹותָר
H4196	מִזְבֵּחַ
H4197	מֶזֶג
H4198	מָזֶה
H4199	מִזָּה
H4200	מֶזֶו
H4201	מְזוּזָה
H4202	מָזֹון_1
H4203	מָזֹון_2
H4204	מָזֹור_1
H4205	מָזֹור_2
H4206	מָזִיחַ
H4207	מַזְלֵג
H4208	מַזָּלָה
H4209	מְזִמָּה
H4210	מִזְמֹור
H4211	מַזְמֵרָה
H4212	מְזַמְּרָה
H4213	מִזְעָר
H4214	מִזְרֶה
H4215	מְזָרֶה
H4216	מַזָּרָה
H4217	מִזְרָח
H4218	מִזְרָע
H4219	מִזְרָק
H4220	מֵחַ
H4221	מֹחַ
H4222	מָחָא
H4223	מְחָא
H4224	מַחֲבֵא
H4225	מַחְבֶּרֶת
H4226	מְחַבְּרָה
H4227	מַחֲבַת
H4228	מַחֲגֹרֶת
H4229	מָחָה
H4230	מְחוּגָה
H4231	מָחֹוז
H4232	מְחוּיָאֵל
H4233	מַחֲוִים
H4234	מָחֹול_1
H4235	מָחֹול_2
H4236	מַחֲזֶה
H4237	מֶחֱזָה
H4238	מַחֲזִיאֹות
H4239	מְחִי
H4240	מְחִידָא
H4241	מִחְיָה
H4242	מְחִיר_1
H4243	מְחִיר_2
H4244	מַחְלָה
H4245	מַחֲלֶה
H4246	מְחֹלָה
H4247	מְחִלָּה
H4248	מַחְלֹון
H4249	מַחְלִי_1
H4250	מַחְלִי_2
H4251	מַחְלֻי
H4252	מַחֲלָף
H4253	מַחְלָפָה
H4254	מַחֲלָצָה
H4255	מַחְלְקָה
H4256	מַחֲלֹקֶת
H4257	מַחֲלַת_1
H4258	מַחֲלַת_2
H4259	מְחֹלָתִי
H4260	מַחֲמָאָה
H4261	מַחְמָד
H4262	מַחְמֻד
H4263	מַחְמָל
H4264	מַחֲנֶה
H4265	מַחֲנֵה־דָן
H4266	מַחֲנַיִם
H4267	מַחֲנַק
H4268	מַחֲסֶה
H4269	מַחְסֹום
H4270	מַחְסֹור
H4271	מַחְסֵיָה
H4272	מָחַץ
H4273	מַחַץ
H4274	מַחְצֵב
H4275	מֶחֱצָה
H4276	מַחֲצִית
H4277	מָחַק
H4278	מֶחְקָר
H4279	מָחָר
H4280	מַחֲרָאָה
H4281	מַחֲרֵשָׁה
H4282	מַחֲרֶשֶׁת
H4283	מׇחֳרָת
H4284	מַחֲשָׁבָה
H4285	מַחְשָׁךְ
H4286	מַחְשֹׂף
H4287	מַחַת
H4288	מְחִתָּה
H4289	מַחְתָּה
H4290	מַחְתֶּרֶת
H4291	מְטָא
H4292	מַטְאֲטֵא
H4293	מַטְבֵּחַ
H4294	מַטֶּה
H4295	מַטָּה
H4296	מִטָּה
H4297	מֻטֶּה
H4298	מֻטָּה
H4299	מַטְוֶה
H4300	מְטִיל
H4301	מַטְמֹון
H4302	מַטָּע
H4303	מַטְעַם
H4304	מִטְפַּחַת
H4305	מָטַר_1
H4306	מָטַר_2
H4307	מַטָּרָא
H4308	מַטְרֵד
H4309	מַטְרִי
H4310	מִי
H4311	מֵידְבָא
H4312	מֵידָד
H4313	מֵי הַיַּרְקֹון
H4314	מֵי זָהָב
H4315	מֵיטָב
H4316	מִיכָא
H4317	מִיכָאֵל
H4318	מִיכָה
H4319	מִיכָהוּ
H4320	מִיכָיָה
H4321	מִיכָיְהוּ
H4322	מִיכָיָהוּ
H4323	מִיכָל_1
H4324	מִיכָל_2
H4325	מַיִם
H4326	מִיָּמִן
H4327	מִין
H4328	מְיֻסָּדָה
H4329	מֵיסָךְ
H4330	מִיץ
H4331	מֵישָׁא
H4332	מִישָׁאֵל_1
H4333	מִישָׁאֵל_2
H4334	מִישֹׁור
H4335	מֵישַׁךְ_1
H4336	מֵישַׁךְ_2
H4337	מֵישָׁע
H4338	מֵישַׁע
H4339	מֵישָׁר
H4340	מֵיתָר
H4341	מַכְאֹב
H4342	מַכְבִּיר
H4343	מַכְבֵּנָא
H4344	מַכְבַּנַּי
H4345	מַכְבֵּר
H4346	מַכְבָּר
H4347	מַכָּה
H4348	מִכְוָה
H4349	מָכֹון
H4350	מְכֹונָה
H4351	מְכוּרָה
H4352	מָכִי
H4353	מָכִיר
H4354	מָכִירִי
H4355	מָכַךְ
H4356	מִכְלָאָה
H4357	מִכְלָה
H4358	מִכְלֹול
H4359	מִכְלָל
H4360	מִכְלֻל
H4361	מַכֹּלֶת
H4362	מִכְמַן
H4363	מִכְמָס
H4364	מַכְמָר
H4365	מִכְמֶרֶת
H4366	מִכְמְתָת
H4367	מַכְנַדְבַי
H4368	מְכֹנָה
H4369	מְכֻנָה
H4370	מִכְנָס
H4371	מֶכֶס
H4372	מִכְסֶה
H4373	מִכְסָה
H4374	מְכַסֶּה
H4375	מַכְפֵּלָה
H4376	מָכַר
H4377	מֶכֶר
H4378	מַכָּר
H4379	מִכְרֶה
H4380	מְכֵרָה
H4381	מִכְרִי
H4382	מְכֵרָתִי
H4383	מִכְשֹׁול
H4384	מַכְשֵׁלָה
H4385	מִכְתָּב
H4386	מְכִתָּה
H4387	מִכְתָּם
H4388	מַכְתֵּשׁ_1
H4389	מַכְתֵּשׁ_2
H4390	מָלֵא_1
